    BicycleBmxTeal, {x:1.84, y:1.02, z:1.29}
    Fence Blue, {x:22.70, y:0.23, z:3.96}
    PlainTurquoiseWall, {x:2.00, y:0.40, z:4.00}
    FloatingUShapeStairs, {x:4.02, y:4.03, z:3.76}
    TurquoiseTileCorner, {x:2.02, y:2.02, z:4.00}
    Diamond Pattern Blue, {x:1.00, y:1.00, z:1.00}
    BruteRoundPillar, {x:0.50, y:0.50, z:4.00}
    PlainGreenWall, {x:2.00, y:0.40, z:4.00}
    BeigeRoof Small, {x:2.00, y:2.00, z:0.20}
    Two Boxes Sushi, {x:0.46, y:0.49, z:0.17}
    Mountain 5, {x:15.16, y:13.56, z:9.44}
    GreyRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    WarmGridFloor, {x:4.00, y:4.00, z:0.02}
    Bar Stool, {x:0.67, y:0.66, z:0.82}
    Mines Car Track 3M V1, {x:1.07, y:3.00, z:0.09}
    Blue Scifi Button, {x:0.62, y:0.62, z:0.15}
    MagnoliaWindow, {x:2.00, y:0.40, z:4.00}
    SteamPunk Number 02, {x:0.44, y:0.41, z:0.92}
    HexagonGridWall, {x:2.00, y:0.33, z:4.00}
    YellowWindowLarge, {x:2.00, y:0.40, z:4.00}
    Flower 03, {x:0.42, y:0.36, z:1.00}
    Module Stone Curve 01, {x:4.09, y:4.07, z:4.00}
    Stone Snow, {x:1.00, y:1.00, z:1.00}
    Furnace 1, {x:1.03, y:1.62, z:1.64}
    Stone 1, {x:2.82, y:3.10, z:2.31}
    Antenna 01, {x:0.91, y:0.80, z:1.22}
    Cyberpunk Door Anim, {x:2.00, y:0.26, z:4.00}
    Bread 02, {x:0.12, y:0.18, z:0.07}
    BoatWheel 01, {x:1.07, y:0.25, z:1.07}
    B Red, {x:0.50, y:0.08, z:0.50}
    FencePicketWhiteMedium 01, {x:0.05, y:3.11, z:1.21}
    MetalRailStairs, {x:2.00, y:4.20, z:4.89}
    Light Decor5, {x:0.00, y:0.00, z:0.00}
    AirVent Union 01, {x:1.11, y:1.11, z:1.03}
    Bush 03, {x:1.53, y:2.29, z:0.86}
    StoneSlabSmall 01, {x:0.99, y:0.99, z:0.03}
    Box Small, {x:0.48, y:0.46, z:0.45}
    Gem 08, {x:0.34, y:0.32, z:0.28}
    Beam Exterior 3, {x:4.00, y:0.69, z:4.05}
    Bush Fantasy 01, {x:1.14, y:0.68, z:1.29}
    Vertical Platform Pirates Alt, {x:2.10, y:2.01, z:1.26}
    Dirt Grass, {x:1.00, y:1.00, z:1.00}
    Horizontal Platform Scifi Alt, {x:2.61, y:2.61, z:0.47}
    JunglePlant 09, {x:2.46, y:2.57, z:1.22}
    LimeWindowLarge, {x:2.00, y:0.40, z:4.00}
    Cannon 01, {x:1.47, y:2.20, z:1.51}
    Sushi Bar, {x:10.31, y:9.46, z:5.09}
    Lever, {x:0.49, y:0.31, z:1.21}
    Lamp 1, {x:0.29, y:0.22, z:0.66}
    ModernStoolLow, {x:0.73, y:0.73, z:0.88}
    Cactus, {x:1.00, y:1.00, z:1.00}
    PlainBlackWall, {x:2.00, y:0.40, z:4.00}
    ArchWay 01, {x:4.46, y:1.22, z:5.38}
    Furnit Bar 3 1M, {x:1.02, y:0.46, z:1.46}
    Trap Door, {x:1.87, y:0.00, z:1.87}
    CrateOrange 01, {x:0.73, y:0.41, z:0.33}
    RedRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    Stool F, {x:0.63, y:0.69, z:1.60}
    RedRoof Corner, {x:4.00, y:4.00, z:0.70}
    Floor Module 01, {x:3.00, y:3.00, z:0.09}
    RockBig 03, {x:6.15, y:6.43, z:7.81}
    DocksModuleStairs 02, {x:1.83, y:2.01, z:0.98}
    Table 05, {x:1.42, y:1.42, z:1.05}
    Bridge 05, {x:5.56, y:1.50, z:1.70}
    FuturisticWindow, {x:2.00, y:0.40, z:4.00}
    HWN20 Candle 13, {x:0.14, y:0.14, z:0.42}
    FloorCorner 02, {x:4.00, y:4.00, z:0.05}
    HWN20 PetTomb 01, {x:3.22, y:3.21, z:1.93}
    Floor Wood Curve 01 4M, {x:4.04, y:4.02, z:0.12}
    HWN20 Candle 07, {x:0.17, y:0.24, z:0.22}
    Concrete, {x:1.00, y:1.00, z:1.00}
    Vegetation 06, {x:0.83, y:0.92, z:2.01}
    Flying Car Blue, {x:2.78, y:4.97, z:2.22}
    GoldBar 01, {x:0.16, y:0.40, z:0.05}
    Fish 04, {x:0.66, y:0.21, z:0.06}
    Door 1, {x:0.98, y:0.15, z:2.27}
    TNT Box Open, {x:0.62, y:0.47, z:0.32}
    Cobber Vase, {x:0.56, y:0.59, z:0.80}
    AcousticPanelWindow, {x:2.00, y:0.40, z:4.00}
    Paperlight 06, {x:0.00, y:0.00, z:0.00}
    LEDGridCorner, {x:2.00, y:2.00, z:4.00}
    Pillar Fire 02, {x:0.85, y:0.83, z:0.99}
    YellowRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    Windmill, {x:2.43, y:1.49, z:7.38}
    FencePicketWhiteEnd 01, {x:0.05, y:0.23, z:1.21}
    PlaygroundHammock 01, {x:2.49, y:3.54, z:2.49}
    W Red, {x:0.50, y:0.08, z:0.50}
    Cable 1M Curve 02, {x:1.06, y:1.06, z:0.12}
    HWN20 FlowerPot 01, {x:0.16, y:0.20, z:0.55}
    PeachWindowLarge, {x:2.00, y:0.40, z:4.00}
    Terrain 1, {x:13.80, y:14.16, z:3.78}
    Window 2x2 Closed, {x:1.15, y:0.16, z:1.65}
    HWN20 FlowerPot 05, {x:0.33, y:0.33, z:0.36}
    FenceIronLarge 01, {x:0.13, y:5.09, z:1.55}
    Road Cobble T Short, {x:3.00, y:3.99, z:0.04}
    Log Bridge 01, {x:4.00, y:1.75, z:1.41}
    Door 5, {x:0.98, y:0.14, z:2.27}
    HWN20 SkullDeco DDLM 01, {x:0.25, y:0.21, z:0.05}
    PinkFloor Small, {x:2.00, y:2.00, z:0.01}
    Dock Curve 01, {x:4.00, y:4.00, z:0.36}
    Window 2x2 V4 Open V1, {x:1.74, y:0.60, z:2.02}
    Sushi Box 1, {x:1.13, y:0.38, z:0.24}
    Dirt Volcan, {x:1.00, y:1.00, z:1.00}
    Fence Wood V3 1, {x:2.04, y:0.21, z:1.52}
    Paperlight 02, {x:0.64, y:0.64, z:0.49}
    CrateBlueBig 01, {x:1.80, y:0.94, z:0.82}
    CyberpunkCorner, {x:2.05, y:2.05, z:4.00}
    Grass Medium, {x:1.00, y:1.00, z:1.00}
    HWN20 Candle 03, {x:0.17, y:0.23, z:0.45}
    HWN20 Tree 08, {x:4.18, y:4.17, z:6.63}
    Wire Loop, {x:0.67, y:0.37, z:0.73}
    HWN20 Candle 17, {x:0.11, y:0.13, z:0.32}
    Hallway Module StraightHalf 01, {x:6.03, y:3.10, z:3.82}
    Awning 5M, {x:5.00, y:2.19, z:3.71}
    FencePicketLarge 01, {x:0.05, y:5.11, z:1.21}
    Mushrooms 03, {x:0.77, y:0.79, z:0.79}
    Hallway Module Curve 01, {x:6.03, y:6.03, z:3.82}
    TreeTall 02, {x:4.22, y:3.37, z:6.15}
    CorrugatedMetalDoorframe, {x:2.00, y:0.37, z:4.00}
    HWN20 TreeBase 01, {x:1.62, y:2.04, z:1.47}
    Vegetation 02, {x:1.32, y:1.35, z:0.23}
    Table 01, {x:1.20, y:2.48, z:1.03}
    RockBig 07, {x:7.21, y:6.84, z:8.07}
    Floor Module 05, {x:3.00, y:3.00, z:0.07}
    Solid Blue, {x:1.00, y:1.00, z:1.00}
    CrateLong 01, {x:1.99, y:0.78, z:0.53}
    Stool B, {x:0.62, y:0.60, z:1.00}
    Roof 01, {x:8.30, y:8.24, z:7.86}
    Window 2x2 V4 Closed, {x:1.42, y:0.35, z:2.02}
    MetalRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Potion 03, {x:0.28, y:0.32, z:0.59}
    Cable 2M Curve 03, {x:2.06, y:2.06, z:0.12}
    Bridge 01, {x:5.54, y:1.99, z:2.41}
    Shelf 01, {x:1.19, y:0.72, z:2.41}
    Barbacue 01, {x:0.85, y:1.06, z:0.79}
    SpiralStone 03, {x:1.26, y:0.88, z:1.01}
    OrangeRoof, {x:4.00, y:4.00, z:0.20}
    ChineseGate 03, {x:8.67, y:2.76, z:5.64}
    FencePicketMedium 01, {x:0.13, y:1.20, z:3.10}
    BlueCorner, {x:2.00, y:2.00, z:4.00}
    PapyrusOpen 01, {x:0.60, y:0.57, z:0.10}
    YellowRoof 2Edges Small, {x:2.00, y:2.00, z:0.70}
    Chest, {x:1.27, y:0.63, z:0.88}
    UShapeStairs, {x:4.02, y:4.11, z:5.13}
    Vertical Yellow Pad, {x:2.00, y:2.00, z:0.10}
    Snow, {x:1.00, y:1.00, z:1.00}
    BrickWall, {x:2.00, y:0.42, z:4.00}
    DarkGreyRoof Small, {x:2.00, y:2.00, z:0.20}
    Torch 01, {x:0.24, y:0.24, z:1.58}
    Mines Runway 1M, {x:1.04, y:1.00, z:0.11}
    SteamPunk Number 06, {x:0.40, y:0.42, z:0.96}
    Ground 7 M V01, {x:3.70, y:7.10, z:0.43}
    Cistern, {x:1.79, y:2.52, z:8.08}
    Concrete Tile, {x:1.00, y:1.00, z:1.00}
    Stone 5, {x:2.32, y:2.37, z:0.32}
    WizardStaff 02, {x:0.34, y:0.12, z:2.07}
    Bed Single, {x:1.20, y:2.58, z:0.95}
    Multicolor Pattern, {x:1.00, y:1.00, z:1.00}
    Street Straw, {x:1.01, y:1.12, z:0.92}
    AirVent Curve 01, {x:3.52, y:3.52, z:1.04}
    Deck Big L, {x:10.32, y:11.18, z:4.76}
    RedRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Road T, {x:6.00, y:4.09, z:0.04}
    RedRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    StonePathBroken 03, {x:1.99, y:0.99, z:0.05}
    Horizontal Platform Pirates, {x:2.22, y:2.25, z:2.50}
    Stick, {x:1.92, y:0.20, z:1.09}
    Mountain 01, {x:15.90, y:10.26, z:4.51}
    Mountain 1, {x:13.49, y:14.90, z:9.56}
    Stone Blocks Curve 01, {x:4.70, y:4.71, z:0.31}
    Column Wood 5M, {x:5.01, y:0.27, z:0.30}
    BlueRoof, {x:4.00, y:4.00, z:0.20}
    StonePathBroken 02, {x:2.00, y:0.99, z:0.06}
    CrackedWindow, {x:2.00, y:0.40, z:4.00}
    Chandelier 01, {x:0.35, y:0.15, z:0.41}
    C Red, {x:0.50, y:0.08, z:0.50}
    PlainPurpleWall, {x:2.00, y:0.40, z:4.00}
    Stone 4, {x:2.49, y:2.06, z:0.40}
    Ladder 3M, {x:2.86, y:0.97, z:0.55}
    V Blue, {x:0.50, y:0.08, z:0.50}
    Factory Tube 02, {x:1.05, y:1.16, z:15.52}
    Ground 10 M Square, {x:9.85, y:9.98, z:0.66}
    W Blue, {x:0.50, y:0.08, z:0.50}
    Lamp Street 01, {x:1.42, y:0.68, z:3.00}
    Pipe Cap Emissive, {x:0.74, y:0.26, z:0.74}
    ChineseFlag 02, {x:0.69, y:0.25, z:2.10}
    SteamPunk Number 07, {x:0.44, y:0.44, z:0.92}
    FoodTomato 01, {x:0.32, y:0.33, z:0.27}
    NavyFloor, {x:4.00, y:4.00, z:0.01}
    TreeSycamore 01, {x:3.70, y:5.75, z:3.22}
    Beanbag Cream, {x:1.81, y:1.73, z:0.99}
    BrutePillar, {x:0.50, y:0.50, z:4.00}
    HWN20 FenceStick 01, {x:0.27, y:0.22, z:1.63}
    Umbrella, {x:0.39, y:0.23, z:1.59}
    NavyRoof, {x:4.00, y:4.00, z:0.20}
    Monitor 01, {x:0.89, y:0.30, z:0.68}
    ChineseGate 02, {x:5.62, y:3.22, z:5.35}
    HWN20 Skeleton, {x:0.55, y:1.92, z:0.36}
    FencePicketEnd 01, {x:0.05, y:0.23, z:1.21}
    Bush Fantasy 04, {x:1.52, y:0.96, z:1.32}
    SpiralStone 02, {x:1.27, y:1.44, z:1.32}
    Furnit Bar 4 2M, {x:1.96, y:0.42, z:1.49}
    Mines Tunel End, {x:4.54, y:6.96, z:1.01}
    Shop, {x:0.50, y:0.07, z:0.51}
    TableWood 01, {x:3.20, y:1.28, z:1.08}
    Dome 01, {x:8.65, y:8.22, z:4.33}
    Cable 2M Curve 02, {x:2.49, y:2.06, z:0.18}
    Fence Wood V1 2, {x:3.07, y:0.11, z:1.41}
    Fence Small Blue, {x:12.05, y:0.23, z:3.96}
    Potion 02, {x:0.25, y:0.25, z:0.57}
    Railing Straight, {x:5.11, y:0.52, z:0.86}
    Hook 01, {x:0.36, y:0.34, z:0.56}
    Rock Patch 01, {x:1.15, y:1.51, z:0.03}
    Window 2x4 V2 Closed, {x:1.42, y:0.36, z:2.05}
    RockBig 06, {x:6.04, y:5.00, z:4.12}
    Floor Module 04, {x:3.00, y:3.00, z:0.07}
    Stool C, {x:0.62, y:0.60, z:1.00}
    Outdoor Box Lamp3, {x:0.58, y:0.83, z:1.26}
    V Red, {x:0.50, y:0.08, z:0.50}
    BlackFloor Small, {x:2.00, y:2.00, z:0.01}
    Vegetation 03, {x:0.42, y:0.33, z:1.13}
    Snow White, {x:1.00, y:1.00, z:1.00}
    TreeTall 03, {x:4.22, y:3.37, z:6.15}
    Mushrooms 02, {x:0.44, y:0.48, z:0.46}
    HWN20 PetTomb 04, {x:4.37, y:3.81, z:2.39}
    FloorSquare 02, {x:4.00, y:4.00, z:0.05}
    Pillar Magic 01, {x:1.39, y:1.39, z:2.74}
    Road Cross, {x:6.00, y:5.99, z:0.04}
    HWN20 Candle 16, {x:0.13, y:0.13, z:0.22}
    TileFloor, {x:4.00, y:4.00, z:0.01}
    HWN20 Tree 09, {x:5.78, y:5.93, z:6.26}
    Mines Model 16 M Big, {x:17.20, y:17.43, z:4.91}
    HWN20 Candle 02, {x:0.17, y:0.22, z:0.38}
    Paperlight 03, {x:0.64, y:0.64, z:0.49}
    Narrow Flags 01, {x:0.00, y:0.00, z:0.00}
    DocksModuleCurve 02, {x:2.68, y:2.65, z:1.03}
    PurpleRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Battery 01, {x:0.11, y:0.11, z:0.33}
    Door 4, {x:0.98, y:0.14, z:2.27}
    Mines Cart Gold, {x:0.84, y:1.28, z:1.14}
    Fish 01, {x:0.37, y:0.19, z:0.06}
    Dirt Light Sand, {x:1.00, y:1.00, z:1.00}
    Traffic Post Yellow, {x:0.27, y:0.27, z:1.12}
    HWN20 FlowerPot 04, {x:0.38, y:0.33, z:0.36}
    Trigger Area, {x:1.00, y:1.00, z:1.00}
    Solid Blue Pattern, {x:1.00, y:1.00, z:1.00}
    Window 4x4 Open, {x:2.66, y:0.95, z:1.90}
    Typewriter, {x:0.77, y:0.59, z:0.54}
    Fire Hydrant Yellow, {x:0.48, y:0.41, z:0.69}
    Terrain 2, {x:14.15, y:13.91, z:5.52}
    Chest Plates Key, {x:0.98, y:0.29, z:0.09}
    HWN20 SmallIronfFence 01, {x:0.06, y:0.71, z:3.93}
    ArrowBoardCorner, {x:2.04, y:2.04, z:4.00}
    Stone Black Snow, {x:1.00, y:1.00, z:1.00}
    HWN20 FlowerPot 06, {x:0.34, y:0.32, z:0.57}
    Window 2x2 V4 Open V2, {x:1.42, y:1.19, z:2.02}
    BlueRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    PlainBeigeWall, {x:2.00, y:0.40, z:4.00}
    HWN20 SkullDeco DDLM 02, {x:0.25, y:0.21, z:0.05}
    BlueRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Fish 03, {x:0.39, y:0.27, z:0.06}
    StatueOwl 01, {x:1.04, y:1.16, z:1.49}
    Door 6, {x:0.98, y:0.14, z:2.27}
    Chest Base 01, {x:1.40, y:1.10, z:0.28}
    Battery 03, {x:0.48, y:1.07, z:0.37}
    AncientEgyptianDoorframe, {x:2.00, y:0.39, z:4.00}
    Train Track 10 M, {x:2.46, y:9.99, z:0.34}
    Pipe Curve 05M 01, {x:0.47, y:0.35, z:0.92}
    Fence Wood V3 2, {x:2.03, y:0.21, z:1.52}
    Paperlight 01, {x:0.45, y:0.45, z:0.61}
    HWN20 Candle 14, {x:0.18, y:0.19, z:0.39}
    Spring, {x:2.66, y:0.28, z:0.26}
    Pipe Tip Emissive, {x:0.48, y:2.59, z:0.48}
    ZigzagWindow, {x:2.00, y:0.40, z:4.00}
    Sensor 01, {x:1.00, y:0.95, z:2.23}
    FloorBaseConcrete 01, {x:16.00, y:16.00, z:0.02}
    Vegetation 01, {x:0.42, y:0.47, z:0.04}
    TreeTall 01, {x:4.22, y:3.37, z:6.15}
    Ladder, {x:0.74, y:0.31, z:3.13}
    CrateLong 02, {x:1.99, y:0.75, z:0.46}
    Stool A, {x:0.62, y:0.60, z:1.00}
    Lamp Green, {x:0.31, y:0.96, z:0.40}
    Table 02, {x:1.28, y:2.56, z:0.98}
    Floor Module 06, {x:3.00, y:3.00, z:0.05}
    RockBig 04, {x:5.18, y:5.34, z:7.82}
    Rock Patch 03, {x:1.94, y:1.45, z:0.04}
    Bridge 02, {x:5.54, y:1.99, z:2.41}
    Shelf 02, {x:1.71, y:0.78, z:2.11}
    Solid Light Brown, {x:1.00, y:1.00, z:1.00}
    Solid Red, {x:1.00, y:1.00, z:1.00}
    Outdoor Box Lamp, {x:0.56, y:0.51, z:0.95}
    Traffic Post Red, {x:0.27, y:0.27, z:1.12}
    Straw, {x:1.34, y:2.69, z:0.82}
    CorrugatedMetalWall, {x:2.00, y:0.37, z:4.00}
    OrangeWindow, {x:2.00, y:0.40, z:4.00}
    Arcade Machine Green, {x:1.39, y:1.61, z:2.63}
    Chair 08, {x:0.75, y:0.66, z:0.71}
    FuturisticDoorframe, {x:2.00, y:0.35, z:4.00}
    ElectricTower 01, {x:0.17, y:0.16, z:4.84}
    DarkGreyRoof, {x:4.00, y:4.00, z:0.20}
    Woodplanks Light, {x:1.00, y:1.00, z:1.00}
    TreeSycamore 03, {x:3.70, y:5.75, z:3.22}
    Flower Red, {x:1.00, y:1.00, z:1.00}
    Light Decor2, {x:0.00, y:0.00, z:0.00}
    GreyGreenWindowLarge, {x:2.00, y:0.40, z:4.00}
    WhiteRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    AirVent Hang 01, {x:0.08, y:1.08, z:1.82}
    Pistol, {x:0.24, y:0.63, z:0.07}
    WhiteRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    Flower 04, {x:0.37, y:0.49, z:0.32}
    BonesChest 01, {x:0.62, y:0.88, z:0.48}
    SteamPunk Number 05, {x:0.43, y:0.42, z:0.92}
    Pipe Holder Emissive, {x:0.91, y:0.26, z:0.74}
    Stone 6, {x:1.91, y:2.52, z:0.83}
    WizardStaff 01, {x:0.18, y:0.23, z:2.01}
    YellowRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    NavyRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    AirVent Curve 02, {x:1.52, y:1.55, z:1.04}
    NavyRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    BeigeRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    Module Stair Stones 5M, {x:5.00, y:1.15, z:0.42}
    Mountain 02, {x:14.96, y:8.42, z:3.55}
    Mountain 2, {x:13.79, y:13.96, z:7.26}
    Mountain 3, {x:16.73, y:6.12, z:13.52}
    TwoColouredDoorframe, {x:2.00, y:0.30, z:4.00}
    Sushi Shelf 2, {x:1.63, y:0.62, z:3.85}
    Mountain 03, {x:19.03, y:13.20, z:6.66}
    Vase 08, {x:0.17, y:0.21, z:0.44}
    DarkGreyWindow, {x:2.00, y:0.40, z:4.00}
    LimeWindow, {x:2.00, y:0.40, z:4.00}
    StreetCordSmall 01, {x:0.38, y:0.38, z:0.16}
    Chandelier 02, {x:0.84, y:0.77, z:1.92}
    FullHeightStairs Corner, {x:4.01, y:4.03, z:4.00}
    DiagonalTileCorner, {x:2.03, y:2.03, z:4.00}
    StonePathBroken 01, {x:1.99, y:0.99, z:0.06}
    Drink Lids, {x:0.14, y:0.14, z:0.14}
    Stop Sign, {x:0.88, y:0.12, z:2.46}
    Dumpster, {x:2.72, y:1.78, z:2.37}
    Factory Tube 01, {x:1.05, y:1.16, z:15.52}
    House 5 M Green, {x:5.44, y:9.47, z:8.87}
    Stone 7, {x:2.18, y:2.15, z:1.39}
    SteamPunk Number 04, {x:0.42, y:0.42, z:0.93}
    Fridge Counter, {x:3.13, y:1.29, z:1.01}
    Train Car, {x:3.10, y:10.13, z:4.30}
    ChineseFlag 01, {x:0.67, y:0.02, z:1.60}
    HWN20 TreeBase&Axe, {x:2.16, y:2.35, z:1.81}
    ConsoleTable, {x:4.11, y:1.68, z:0.60}
    Display Monitor, {x:0.74, y:0.28, z:0.80}
    Light Decor3, {x:0.00, y:0.00, z:0.00}
    HWN20 FenceStick 02, {x:0.21, y:0.20, z:1.50}
    TreeSycamore 02, {x:3.70, y:5.75, z:3.22}
    ArtworkInfo SmartItem, {x:0.50, y:0.05, z:0.30}
    Black Fantasy Button, {x:0.63, y:0.63, z:0.13}
    ChineseGate 01, {x:4.53, y:1.90, z:3.75}
    ChineseStatueDragon 01, {x:0.80, y:2.99, z:1.86}
    Mines Car Track 3M Jiggle V2, {x:1.15, y:3.00, z:0.09}
    Ornament Stone 01, {x:1.25, y:1.25, z:0.99}
    SpiralStone 01, {x:1.14, y:1.04, z:1.32}
    GlassFloor Small, {x:2.00, y:2.00, z:0.01}
    Fence Wood V1 1, {x:2.99, y:0.11, z:1.52}
    Column Vertical Wood Large, {x:0.45, y:0.45, z:3.03}
    Train Track 6 M Jiggle V02, {x:2.50, y:6.00, z:0.34}
    FuturisticWall, {x:2.00, y:0.35, z:4.00}
    Cable 2M Curve 01, {x:2.26, y:2.07, z:0.12}
    YellowRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    Shelf 03, {x:1.98, y:1.03, z:0.75}
    Bridge 03, {x:5.32, y:2.07, z:2.12}
    TableWood 02, {x:1.96, y:1.94, z:1.03}
    YellowRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Piano Chair, {x:0.62, y:0.65, z:0.69}
    Pebbles Color, {x:1.00, y:1.00, z:1.00}
    Bottle Sake, {x:0.10, y:0.10, z:0.32}
    Rock Patch 02, {x:1.56, y:1.53, z:0.03}
    RockBig 05, {x:3.45, y:3.65, z:5.57}
    Table 03, {x:1.27, y:1.27, z:0.99}
    J Red, {x:0.50, y:0.08, z:0.50}
    FencePicketWhiteLarge 01, {x:0.05, y:5.11, z:1.21}
    Potion 01, {x:0.21, y:0.21, z:0.47}
    GreyCorner, {x:2.00, y:2.00, z:4.00}
    Mushrooms 01, {x:0.22, y:0.23, z:0.22}
    House 7 M Blue, {x:7.83, y:9.38, z:5.79}
    Lamp Purple, {x:0.31, y:0.96, z:0.40}
    Ring Black, {x:2.00, y:2.00, z:0.10}
    HWN20 Candle 01, {x:0.15, y:0.17, z:0.38}
    Microwave Open, {x:0.94, y:1.04, z:0.45}
    HWN20 Candle 15, {x:0.17, y:0.19, z:0.43}
    Cart 01, {x:1.08, y:1.32, z:1.00}
    FloorSquare 01, {x:4.00, y:4.00, z:0.05}
    Narrow Flags 02, {x:0.00, y:0.00, z:0.00}
    GreenBoardsDoorframe, {x:2.00, y:0.30, z:4.00}
    TurquoiseFloor Small, {x:2.00, y:2.00, z:0.01}
    Fish 02, {x:0.42, y:0.23, z:0.06}
    LimeRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    HWN20 SkullDeco DDLM 03, {x:0.25, y:0.21, z:0.05}
    Battery 02, {x:1.17, y:0.53, z:0.54}
    MagnoliaDoorframe, {x:2.00, y:0.30, z:4.00}
    Door 7, {x:0.98, y:0.09, z:2.27}
    Sushi Box 3, {x:0.38, y:0.38, z:0.22}
    DocksModuleCurve 01, {x:2.68, y:2.68, z:1.03}
    LimeRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    DarkGreyRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Cog, {x:0.99, y:0.99, z:0.11}
    FloorModuleSciFi 01, {x:2.00, y:2.00, z:0.06}
    Dock Stair 01, {x:3.00, y:3.00, z:2.36}
    MetalFloor, {x:4.00, y:4.00, z:0.01}
    HWN20 FlowerPot 07, {x:0.34, y:0.33, z:0.14}
    Rubbish Bag, {x:1.38, y:1.38, z:1.17}
    WaterPatchCornerOutside 01, {x:6.92, y:7.48, z:0.38}
    BrickCorner, {x:2.06, y:2.06, z:4.00}
    Small Table, {x:0.00, y:0.00, z:0.00}
    Terrain 3, {x:7.09, y:7.12, z:1.57}
